,Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G_x,A_x,P_x,G_y,A_y,P_y,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
4361,Chris Kelleher,L,D,1975-03-23,Cambridge,MA,USA,USA,73,215,1993,5,130,19981999,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,6:07,--
4362,Ladislav Benysek,L,D,1975-03-24,Olomouc,--,CZE,CZE,74,190,1994,11,266,19971998,N,161,3,12,15,3,12,15,-28,74,0.09,2,11,1,4,0,0,0,0,99,3,18:05,100
4363,Jere Karalahti,R,D,1975-03-25,Helsinki,--,FIN,FIN,74,210,1993,6,146,19992000,N,149,8,19,27,8,19,27,5,97,0.18,4,17,4,7,0,3,0,1,122,6.6,17:02,--
4364,Eric Nickulas,R,R,1975-03-25,Hyannis,MA,USA,USA,71,206,1994,4,99,19981999,N,118,15,23,38,15,23,38,-11,82,0.32,13,31,2,7,0,0,0,1,172,8.7,11:22,38.2
4365,Michael Rucinski,L,D,1975-03-30,Trenton,MI,USA,USA,71,188,1995,9,217,19971998,N,26,0,2,2,0,2,2,1,10,0.08,0,2,0,0,0,0,0,0,13,0,11:23,--
4366,Larry Courville,L,L,1975-04-02,Timmins,ON,CAN,CAN,73,180,1995,3,61,19951996,N,33,1,2,3,1,2,3,-10,16,0.09,1,3,0,0,0,0,0,1,16,6.3,--,--
4367,Shawn Bates,R,C,1975-04-03,Medford,MA,USA,USA,72,210,1993,4,103,19971998,N,465,72,126,198,72,126,198,-28,266,0.43,56,148,3,36,13,14,1,11,702,10.3,15:09,51.9
4368,Hal Gill,L,D,1975-04-06,Concord,MA,USA,USA,79,243,1993,8,207,19971998,N,"1,108",36,148,184,36,148,184,44,962,0.17,36,173,0,1,0,10,1,4,"1,146",3.1,18:55,33.3
4369,Eric Manlow,L,C,1975-04-07,Belleville,ON,CAN,CAN,72,190,1993,2,50,20002001,N,37,2,4,6,2,4,6,0,8,0.16,1,5,1,1,0,0,0,0,22,9.1,9:46,52.5
4370,Steve Washburn,L,C,1975-04-10,Ottawa,ON,CAN,CAN,74,198,1993,3,78,19951996,N,93,14,15,29,14,15,29,-4,42,0.31,9,21,5,7,0,1,0,2,90,15.6,--,50.1
4371,Frank Banham,R,R,1975-04-14,Calahoo,AB,CAN,CAN,73,208,1993,6,147,19961997,N,32,9,2,11,9,2,11,-9,16,0.34,8,9,1,2,0,0,0,0,53,17,--,25
4372,Eric Bertrand,L,L,1975-04-16,St-Ephrem,QC,CAN,CAN,73,205,1994,8,207,19992000,N,15,0,0,0,0,0,0,-6,4,0.0,0,0,0,0,0,0,0,0,12,0,8:14,0
4373,Vladimir Chebaturkin,L,D,1975-04-23,Tyumenostal,--,RUS,RUS,76,222,1993,3,66,19971998,N,62,2,7,9,2,7,9,7,52,0.15,2,9,0,0,0,0,0,0,26,7.7,14:31,--
4374,Vlastimil Kroupa,R,D,1975-04-27,Most,--,CZE,CZE,75,210,1993,2,45,19931994,N,105,4,19,23,4,19,23,-46,66,0.22,2,16,2,6,0,1,0,1,56,7.1,--,--
4375,Steve Webb,R,R,1975-04-30,Peterborough,ON,CAN,CAN,72,211,1994,7,176,19961997,N,321,5,13,18,5,13,18,-34,532,0.06,4,16,1,2,0,0,0,0,141,3.6,--,33.3
4376,Eric Boguniecki,R,C,1975-05-06,New Haven,CT,USA,USA,68,198,1993,8,193,19992000,N,178,34,42,76,34,42,76,14,105,0.43,26,58,7,17,1,1,2,7,223,15.3,12:33,44.1
4377,Christoph Brandner,L,L,1975-05-07,Bruck an der Mur,--,AUT,AUT,76,224,2002,8,237,20032004,N,35,4,5,9,4,5,9,-2,8,0.26,3,6,1,3,0,0,0,0,50,8,13:20,50
4378,Adam Deadmarsh,R,R,1975-05-10,Trail,BC,CAN,USA,72,205,1993,1,14,19941995,N,567,184,189,373,184,189,373,43,819,0.66,120,236,61,129,3,8,1,27,"1,209",15.2,--,47.6
4379,Jamie Allison,L,D,1975-05-13,Lindsay,ON,CAN,CAN,73,210,1993,2,44,19941995,N,372,7,23,30,7,23,30,-34,639,0.08,7,28,0,0,0,2,0,1,164,4.3,--,50
4380,Cory Larose,R,C,1975-05-14,Campbellton,NB,CAN,CAN,71,190,--,--,--,20032004,N,7,0,1,1,0,1,1,-2,4,0.14,0,1,0,0,0,0,0,0,10,0,11:27,47.5
4381,Jeffrey Mitchell,R,R,1975-05-16,Detroit,MI,USA,USA,73,175,1993,3,68,19971998,N,7,0,0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,3,0,5:45,--
4382,John Jakopin,R,D,1975-05-16,Toronto,ON,CAN,CAN,77,239,1993,4,97,19971998,N,113,1,6,7,1,6,7,-8,145,0.06,1,7,0,0,0,0,0,0,31,3.2,11:27,50
4383,Per Svartvadet,L,C,1975-05-17,Ornskoldsvik,--,SWE,SWE,73,190,1993,6,139,19992000,N,247,17,34,51,17,34,51,-37,58,0.21,15,45,0,1,2,5,0,1,261,6.5,13:17,43.7
4384,Alexei Yegorov,L,R,1975-05-21,St. Petersburg,--,RUS,RUS,69,174,1994,3,66,19951996,N,11,3,3,6,3,3,6,-4,2,0.55,1,4,2,2,0,0,0,0,10,30,--,--
4385,Todd White,L,C,1975-05-21,Kanata,ON,CAN,CAN,70,198,--,--,--,19971998,N,653,141,240,381,141,240,381,19,228,0.58,90,243,46,130,5,8,5,16,"1,086",13,16:46,50
4386,Janne Niinimaa,L,D,1975-05-22,Raahe,--,FIN,FIN,73,220,1993,2,36,19961997,N,741,54,265,319,54,265,319,43,733,0.43,26,160,25,149,3,10,0,10,"1,067",5.1,--,0
4387,Barrie Moore,L,L,1975-05-22,London,ON,CAN,CAN,71,198,1993,9,220,19951996,N,39,2,6,8,2,6,8,1,18,0.21,1,7,1,1,0,0,0,0,48,4.2,--,--
4388,P.J. Stock,L,C,1975-05-26,Montréal,QC,CAN,CAN,70,200,--,--,--,19971998,N,235,5,21,26,5,21,26,-6,523,0.11,4,24,1,2,0,0,0,1,89,5.6,5:45,43.3
4389,Andre Savage,R,C,1975-05-27,Ottawa,ON,CAN,CAN,72,195,--,--,--,19981999,N,66,10,14,24,10,14,24,-4,14,0.36,8,19,2,5,0,0,0,2,92,10.9,12:23,55.8
4390,Jason Allison,R,C,1975-05-29,North York,ON,CAN,CAN,75,215,1993,1,17,19931994,N,552,154,331,485,154,331,485,17,441,0.88,106,264,44,214,4,7,2,26,994,15.5,--,52.7
4391,Nikolai Tsulygin,R,D,1975-05-29,Ufa,--,RUS,RUS,76,205,1993,2,30,19961997,N,22,0,1,1,0,1,1,-5,8,0.05,0,1,0,0,0,0,0,0,10,0,--,--
4392,Michal Grosek,R,L,1975-06-01,Vyskov,--,CZE,CZE,74,219,1993,6,145,19931994,N,526,84,137,221,84,137,221,51,509,0.42,70,183,14,38,0,0,2,11,755,11.1,--,45.1
4393,Niklas Sundstrom,L,R,1975-06-06,Ornskoldsvik,--,SWE,SWE,72,190,1993,1,8,19951996,N,750,117,232,349,117,232,349,45,256,0.47,93,284,17,49,7,16,2,17,882,13.3,--,41.9
4394,Bryan McCabe,L,D,1975-06-08,St. Catharines,ON,CAN,CAN,74,223,1993,2,40,19951996,N,"1,135",145,383,528,145,383,528,34,"1,732",0.47,67,254,74,261,4,13,7,24,"2,185",6.6,--,11.1
4395,Dave Roche,L,L,1975-06-13,Lindsay,ON,CAN,CAN,76,230,1993,3,62,19951996,N,171,15,15,30,15,15,30,-20,334,0.18,12,26,3,4,0,0,0,3,151,9.9,--,0
4396,Chris McAllister,L,L,1975-06-16,Saskatoon,SK,CAN,CAN,79,250,1995,2,40,19971998,N,301,4,17,21,4,17,21,-27,634,0.07,4,21,0,0,0,0,0,0,136,2.9,9:44,50
4397,Tavis Hansen,R,R,1975-06-17,Prince Albert,SK,CAN,CAN,73,205,1994,3,58,19941995,N,34,2,1,3,2,1,3,-5,16,0.09,2,3,0,0,0,0,0,0,18,11.1,--,83.3
4398,Martin St. Louis,L,R,1975-06-18,Laval,QC,CAN,CAN,68,180,--,--,--,19981999,Y,"1,134",391,642,"1,033",391,642,"1,033",37,310,0.91,261,670,101,317,29,46,10,66,"2,884",13.6,20:22,41.2
4399,Marek Malik,L,D,1975-06-24,Ostrava,--,CZE,CZE,78,235,1993,3,72,19941995,N,691,33,135,168,33,135,168,133,620,0.24,29,140,3,21,1,7,2,7,612,5.4,--,0
4400,Chris Armstrong,L,D,1975-06-26,Regina,SK,CAN,CAN,72,203,1993,3,57,20002001,N,7,0,1,1,0,1,1,-4,0,0.14,0,1,0,0,0,0,0,0,12,0,14:55,--
4401,Ryan Huska,L,L,1975-07-02,Cranbrook,BC,CAN,CAN,74,194,1993,3,76,19971998,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,5:51,28.6
4402,Eric Daze,L,L,1975-07-02,Montréal,QC,CAN,CAN,78,235,1993,4,90,19941995,N,601,226,172,398,226,172,398,8,176,0.66,163,283,62,110,1,5,2,34,"1,607",14.1,--,25
4403,Warren Luhning,R,R,1975-07-03,Edmonton,AB,CAN,CAN,74,205,1993,4,92,19971998,N,29,0,1,1,0,1,1,-10,21,0.03,0,1,0,0,0,0,0,0,24,0,8:32,--
4404,Mike Crowley,L,D,1975-07-04,Bloomington,MN,USA,USA,71,165,1993,6,140,19971998,N,67,5,15,20,5,15,20,-26,44,0.3,4,15,1,5,0,0,1,3,103,4.9,16:58,0
4405,Chris Gratton,L,C,1975-07-05,Brantford,ON,CAN,CAN,76,226,1993,1,3,19931994,N,"1,092",214,354,568,214,354,568,-143,"1,638",0.52,160,421,52,143,2,4,1,30,"2,268",9.4,--,55.1
4406,Ruman Ndur,L,D,1975-07-07,Zaria,--,NGA,NGA,74,225,1994,3,69,19961997,N,69,2,3,5,2,3,5,-18,137,0.07,2,5,0,0,0,0,0,0,28,7.1,--,--
4407,Alain Nasreddine,L,D,1975-07-10,Montréal,QC,CAN,CAN,73,204,1993,6,135,19981999,N,74,1,4,5,1,4,5,9,84,0.07,1,5,0,0,0,0,0,0,38,2.6,14:11,--
4408,Andreas Lilja,L,D,1975-07-13,Helsingborg,--,SWE,SWE,75,220,2000,2,54,20002001,N,580,16,71,87,16,71,87,32,563,0.15,15,81,1,4,0,2,0,3,498,3.2,17:17,0
4409,Jason Strudwick,L,D,1975-07-17,Edmonton,AB,CAN,CAN,76,226,1994,3,63,19951996,N,674,13,42,55,13,42,55,-82,811,0.08,13,53,0,0,0,2,1,2,251,5.2,--,14.3
4410,Jamie Langenbrunner,R,R,1975-07-24,Cloquet,MN,USA,USA,73,205,1993,2,35,19941995,N,"1,109",243,420,663,243,420,663,62,837,0.6,161,458,67,185,15,20,6,58,"2,559",9.5,--,46.2
4411,Blake Sloan,R,R,1975-07-27,Park Ridge,IL,USA,USA,70,196,--,--,--,19981999,N,290,11,32,43,11,32,43,-17,162,0.15,11,41,0,1,0,1,0,2,265,4.2,11:25,18.9
4412,Yevgeny Shaldybin,L,D,1975-07-29,Novosibirsk,--,RUS,RUS,73,198,1995,6,151,19961997,N,3,1,0,1,1,0,1,-2,0,0.33,1,1,0,0,0,0,0,0,5,20,--,--
4413,Sergey Gusev,L,D,1975-07-31,Nizhny Tagil,--,RUS,RUS,73,205,1995,3,69,19971998,N,89,4,10,14,4,10,14,-20,34,0.16,3,7,1,6,0,1,0,1,87,4.6,15:43,--
4414,Shayne Toporowski,R,R,1975-08-06,Paddockwood,SK,CAN,CAN,74,204,1993,2,42,19961997,N,3,0,0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,3,0,--,--
4415,Anders Myrvold,L,D,1975-08-12,Lorenskog,--,NOR,NOR,73,178,1993,5,127,19951996,N,33,0,5,5,0,5,5,-6,12,0.15,0,2,0,3,0,0,0,0,26,0,--,--
4416,Nolan Pratt,L,D,1975-08-14,Fort McMurray,AB,CAN,CAN,75,207,1993,5,115,19961997,N,592,9,56,65,9,56,65,2,537,0.11,9,62,0,1,0,2,1,3,322,2.8,--,0
4417,Brendan Morrison,L,C,1975-08-15,Pitt Meadows,BC,CAN,CAN,71,176,1993,2,39,19971998,N,934,200,401,601,200,401,601,86,452,0.64,139,401,53,186,8,14,10,42,"1,613",12.4,17:20,50
4418,Petr Cajanek,L,C,1975-08-18,Zlinh,--,CZE,CZE,71,186,2001,8,253,20022003,N,269,46,107,153,46,107,153,15,144,0.57,35,101,9,49,2,3,1,6,533,8.6,17:17,48.8
4419,Andreas Karlsson,L,C,1975-08-19,Ludvika,--,SWE,SWE,76,201,1993,6,148,19992000,N,264,16,35,51,16,35,51,-38,72,0.19,14,44,1,4,1,3,0,2,254,6.3,11:15,48
4420,Jarkko Ruutu,L,L,1975-08-23,Helsinki,--,FIN,FIN,73,204,1998,3,68,19992000,N,652,58,84,142,58,84,142,-21,"1,078",0.22,52,129,3,5,3,8,0,8,634,9.2,11:04,27.1
4421,Ryan Bast,L,D,1975-08-27,Spruce Grove,AB,CAN,CAN,75,193,--,--,--,19981999,N,2,0,1,1,0,1,1,0,0,0.5,0,1,0,0,0,0,0,0,1,0,13:24,--
4422,Hannes Hyvonen,R,R,1975-08-29,Ouluinki,--,FIN,FIN,74,200,1999,9,257,20012002,N,42,4,5,9,4,5,9,-13,22,0.21,4,8,0,1,0,0,0,0,52,7.7,9:25,25
4423,Alan Letang,L,D,1975-09-04,Renfrew,ON,CAN,CAN,72,205,1993,8,203,19992000,N,14,0,0,0,0,0,0,-8,2,0.0,0,0,0,0,0,0,0,0,3,0,11:07,--
4424,Patrick Fischer,L,C,1975-09-06,Zug,--,CHE,CHE,71,194,--,--,--,20062007,N,27,4,6,10,4,6,10,0,24,0.37,4,10,0,0,0,0,0,1,32,12.5,10:51,40.3
4425,Lee Sorochan,L,D,1975-09-09,Edmonton,AB,CAN,CAN,71,208,1993,2,34,19981999,N,3,0,0,0,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,5,0,11:42,--
4426,Denis Pederson,R,C,1975-09-10,Prince Albert,SK,CAN,CAN,74,205,1993,1,13,19951996,N,435,57,71,128,57,71,128,-18,398,0.29,42,104,14,22,1,2,0,11,624,9.1,--,46.8
4427,Derek Bekar,L,C,1975-09-15,Burnaby,BC,CAN,CAN,74,180,1995,8,205,19992000,N,11,0,0,0,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,0,7,0,6:35,0
4428,Ethan Moreau,L,L,1975-09-22,Huntsville,ON,CAN,CAN,75,223,1994,1,14,19951996,N,928,147,140,287,147,140,287,-15,"1,110",0.31,122,243,8,18,17,26,2,27,"1,557",9.4,--,38.1
4429,Garrett Burnett,L,L,1975-09-23,Vancouver,BC,CAN,CAN,75,246,--,--,--,20032004,N,39,1,2,3,1,2,3,0,184,0.08,1,3,0,0,0,0,0,0,24,4.2,3:36,0
4430,Dale Rominski,R,R,1975-10-01,Farmington Hills,MI,USA,USA,74,200,--,--,--,19992000,N,3,0,1,1,0,1,1,1,2,0.33,0,1,0,0,0,0,0,0,0,--,8:23,--
4431,Tony Tuzzolino,R,R,1975-10-09,Buffalo,NY,USA,ITA,74,180,1994,5,113,19971998,N,9,0,0,0,0,0,0,-4,7,0.0,0,0,0,0,0,0,0,0,4,0,3:41,40
4432,Jason Krog,R,C,1975-10-09,Fernie,BC,CAN,CAN,71,185,--,--,--,19992000,N,202,22,37,59,22,37,59,5,46,0.29,18,48,3,9,1,2,0,3,259,8.5,12:19,58.1
4433,Randy Robitaille,L,C,1975-10-12,Ottawa,ON,CAN,CAN,71,200,--,--,--,19961997,N,531,84,172,256,84,172,256,-64,201,0.48,54,167,30,89,0,0,2,10,886,9.5,--,51.8
4434,Darrel Scoville,L,D,1975-10-13,Swift Current,SK,CAN,CAN,75,208,--,--,--,19992000,N,16,0,1,1,0,1,1,-3,12,0.06,0,1,0,0,0,0,0,0,7,0,14:55,--
4435,Pete Vandermeer,L,L,1975-10-14,Red Deer,AB,CAN,CAN,72,212,--,--,--,20072008,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,7:33,--
4436,Francis Bouillon,L,D,1975-10-17,New York City,NY,USA,USA,68,194,--,--,--,19992000,N,776,32,117,149,32,117,149,-27,536,0.19,24,111,7,34,1,4,2,8,733,4.4,18:09,0
4437,Jean-Guy Trudel,R,L,1975-10-18,Cadillac,QC,CAN,CAN,72,190,--,--,--,19992000,N,5,0,0,0,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,0,1,0,7:15,--
4438,Eric Perrin,L,C,1975-11-01,Laval,QC,CAN,CAN,69,180,--,--,--,20032004,N,245,32,72,104,32,72,104,-15,92,0.42,23,72,5,15,4,17,0,0,384,8.3,16:14,52.4
4439,Ryan Kraft,L,C,1975-11-07,Bottineau,ND,USA,USA,69,181,1995,8,194,20022003,N,7,0,1,1,0,1,1,2,0,0.14,0,1,0,0,0,0,0,0,1,0,8:33,34.2
4440,Shane Hnidy,R,D,1975-11-08,Neepawa,MB,CAN,CAN,74,204,1994,7,173,20002001,N,550,16,55,71,16,55,71,14,633,0.13,13,65,1,3,2,3,0,3,453,3.5,13:52,0
4441,Chris Wells,L,C,1975-11-12,Calgary,AB,CAN,CAN,78,223,1994,1,24,19951996,N,195,9,20,29,9,20,29,-6,193,0.15,7,23,0,1,2,5,0,0,144,6.3,--,45
4442,Yannick Tremblay,R,D,1975-11-15,Pointe-aux-Trembles,QC,CAN,CAN,74,200,1995,6,145,19961997,N,390,38,87,125,38,87,125,-119,178,0.32,23,61,14,63,1,1,1,6,668,5.7,--,28.6
4443,Matt Johnson,L,L,1975-11-23,Welland,ON,CAN,CAN,77,235,1994,2,33,19941995,N,473,23,20,43,23,20,43,-51,"1,523",0.09,23,43,0,0,0,0,0,3,200,11.5,--,50
4444,Brett Lindros,R,R,1975-12-02,London,ON,CAN,CAN,76,217,1994,1,9,19941995,N,51,2,5,7,2,5,7,-14,147,0.14,2,7,0,0,0,0,0,1,45,4.4,--,--
4445,Curtis Murphy,R,D,1975-12-03,Kerrobert,SK,CAN,CAN,68,185,--,--,--,20022003,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,8:56,--
4446,Bates Battaglia,L,L,1975-12-13,Chicago,IL,USA,USA,74,205,1994,6,132,19971998,N,580,80,118,198,80,118,198,-34,385,0.34,67,172,11,24,2,2,2,12,752,10.6,14:15,34.1
4447,Stan Neckar,L,D,1975-12-22,_x001a_eské Bud_x001a_jovice,--,CZE,CZE,73,214,1994,2,29,19941995,N,510,12,41,53,12,41,53,-71,316,0.1,10,47,1,3,1,3,0,2,289,4.2,--,--
4448,Vadim Sharifijanov,L,R,1975-12-23,Ufa,--,RUS,RUS,72,205,1994,1,25,19961997,N,92,16,21,37,16,21,37,-2,50,0.4,14,28,2,7,0,2,0,2,121,13.2,--,40
4449,Brad Brown,R,D,1975-12-27,Baie Verte,NL,CAN,CAN,76,220,1994,1,18,19961997,N,330,2,27,29,2,27,29,-16,747,0.09,2,28,0,0,0,1,0,0,108,1.9,--,--
4450,Johan Davidsson,R,C,1976-01-06,Jonkoping,--,SWE,SWE,73,181,1994,2,28,19981999,N,83,6,9,15,6,9,15,-9,16,0.18,5,12,1,3,0,0,0,2,77,7.8,10:46,37.9
4451,Richard Zednik,L,R,1976-01-06,Banská Bystrica,--,SVK,SVK,72,200,1994,10,249,19951996,N,745,200,179,379,200,179,379,-16,563,0.51,154,297,46,80,0,2,2,37,"1,895",10.6,--,27.3
4452,Radek Bonk,L,C,1976-01-09,Krnov,--,CZE,CZE,74,210,1994,1,3,19941995,N,969,194,303,497,194,303,497,-22,581,0.51,126,314,58,165,10,18,1,30,"1,633",11.9,--,50.3
4453,Robb Gordon,R,C,1976-01-13,Murrayville,BC,CAN,CAN,71,170,1994,2,39,19981999,N,4,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,8:50,52
4454,Alexander Korolyuk,L,L,1976-01-15,Moscow,--,RUS,RUS,69,190,1994,6,141,19971998,N,296,62,80,142,62,80,142,26,140,0.48,49,113,13,29,0,0,0,5,540,11.5,13:13,43.3
4455,Daniel Goneau,L,L,1976-01-16,Montréal,QC,CAN,CAN,72,195,1996,2,48,19961997,N,53,12,3,15,12,3,15,-10,14,0.28,9,11,3,4,0,0,1,3,60,20,--,0
4456,Rhett Warrener,R,D,1976-01-27,Shaunavon,SK,CAN,CAN,73,203,1994,2,27,19951996,N,714,24,82,106,24,82,106,73,899,0.15,19,83,2,13,3,10,1,6,639,3.8,--,0
4457,David Van Drunen,R,D,1976-01-31,Edmonton,AB,CAN,CAN,72,204,--,--,--,19992000,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,4:38,--
4458,Mathieu Dandenault,R,R,1976-02-03,Sherbrooke,QC,CAN,CAN,72,208,1994,2,49,19951996,N,868,68,135,203,68,135,203,42,516,0.23,60,183,6,15,2,5,2,6,984,6.9,--,33.3
4459,Jan Hrdina,R,C,1976-02-05,Hradec,--,CZE,CZE,72,200,1995,5,128,19981999,N,513,101,196,297,101,196,297,13,341,0.58,65,208,35,83,1,6,2,15,619,16.3,17:42,53.9
4460,Brian White,R,D,1976-02-07,Winchester,MA,USA,USA,73,180,1994,11,268,19981999,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,0:40,--
4461,Jody Shelley,L,L,1976-02-07,Thompson,MB,CAN,CAN,75,230,--,--,--,20002001,N,627,18,36,54,18,36,54,-35,"1,538",0.09,17,51,1,3,0,0,0,2,391,4.6,6:09,23.5
4462,Sean Haggerty,L,L,1976-02-11,Rye,NY,USA,USA,73,186,1994,2,48,19951996,N,14,1,2,3,1,2,3,1,4,0.21,1,3,0,0,0,0,0,0,6,16.7,--,0
4463,Bryce Salvador,L,D,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,6,138,20002001,N,786,24,86,110,24,86,110,-9,696,0.14,22,100,2,4,0,6,2,9,555,4.3,18:58,25
4464,Curtis Brown,L,C,1976-02-12,Unity,SK,CAN,CAN,72,200,1994,2,43,19941995,N,736,129,171,300,129,171,300,70,398,0.41,95,231,22,50,12,19,2,24,"1,168",11,--,49.5
4465,Milan Hejduk,R,R,1976-02-14,Usti,--,CZE,CZE,72,190,1994,4,87,19981999,N,"1,020",375,430,805,375,430,805,101,316,0.79,229,509,140,285,6,11,9,59,"2,667",14.1,18:35,42.3
4466,Jan Nemecek,L,D,1976-02-14,Pisek,--,CZE,CZE,74,215,1994,9,215,19981999,N,7,1,0,1,1,0,1,-1,4,0.14,1,1,0,0,0,0,0,1,8,12.5,15:41,--
4467,Colin Forbes,L,L,1976-02-16,New Westminster,BC,CAN,CAN,75,220,1994,7,166,19961997,N,311,33,28,61,33,28,61,-20,213,0.2,29,56,2,2,2,3,0,7,380,8.7,--,44.9
4468,Hnat Domenichelli,L,L,1976-02-17,Edmonton,AB,CAN,CHE,72,195,1994,4,83,19961997,N,267,52,61,113,52,61,113,-56,104,0.42,41,90,11,23,0,0,0,4,565,9.2,--,42.3
4469,Jason Podollan,R,C,1976-02-18,Vernon,BC,CAN,CAN,74,201,1994,2,31,19961997,N,41,1,5,6,1,5,6,-8,19,0.15,0,4,1,2,0,0,0,0,42,2.4,--,--
4470,Dave Scatchard,R,C,1976-02-20,Hinton,AB,CAN,CAN,75,220,1994,2,42,19971998,N,659,128,141,269,128,141,269,-38,"1,040",0.41,105,217,18,39,5,13,0,20,"1,141",11.2,13:45,53.8
4471,Ryan Smyth,L,L,1976-02-21,Banff,AB,CAN,CAN,74,191,1994,1,6,19941995,N,"1,270",386,456,842,386,456,842,-54,976,0.66,219,546,159,281,8,15,6,56,"3,433",11.2,--,46.3
4472,Jeff O'Neill,R,C,1976-02-23,Richmond Hill,ON,CAN,CAN,73,195,1994,1,5,19951996,N,821,237,259,496,237,259,496,-115,670,0.6,151,313,84,179,2,4,7,47,"1,961",12.1,--,51.1
4473,Chris Schmidt,L,C,1976-03-01,Beaverlodge,AB,CAN,DEU,75,212,1994,5,111,20022003,N,10,0,2,2,0,2,2,-1,5,0.2,0,2,0,0,0,0,0,0,10,0,10:01,100
4474,Chris Clark,R,R,1976-03-08,South Windsor,CT,USA,USA,72,191,1994,3,77,19992000,N,607,103,111,214,103,111,214,-48,700,0.35,73,162,22,41,8,11,2,12,"1,023",10.1,14:14,43.8
4475,Yan Golubovsky,R,D,1976-03-09,Novosibirsk,--,RUS,RUS,75,205,1994,1,23,19971998,N,56,1,7,8,1,7,8,11,32,0.14,1,8,0,0,0,0,0,0,30,3.3,10:22,--
4476,Nisse Ekman,L,R,1976-03-11,Stockholm,--,SWE,SWE,72,181,1994,5,107,19992000,N,264,60,91,151,60,91,151,13,188,0.57,44,103,11,42,5,6,0,8,506,11.9,14:36,33.3
4477,Deron Quint,L,D,1976-03-12,Durham,NH,USA,USA,74,192,1994,2,30,19951996,N,463,46,97,143,46,97,143,-108,166,0.31,30,77,16,66,0,0,0,3,885,5.2,--,100
4478,Gaetan Royer,R,R,1976-03-13,Donnacona,QC,CAN,CAN,75,210,--,--,--,20012002,N,3,0,0,0,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,0,--,4:57,--
4479,Kim Johnsson,L,D,1976-03-16,Malmo,--,SWE,SWE,73,193,1994,11,286,19992000,N,739,67,217,284,67,217,284,27,406,0.38,36,161,31,119,0,4,0,7,"1,172",5.7,22:51,--
4480,Sven Butenschon,L,D,1976-03-22,Itzehoe,--,DEU,DEU,76,215,1994,3,57,19971998,N,140,2,12,14,2,12,14,-10,86,0.1,2,13,0,0,0,1,0,0,71,2.8,12:14,0
4481,Nolan Baumgartner,R,D,1976-03-23,Calgary,AB,CAN,CAN,74,195,1994,1,10,19951996,N,143,7,40,47,7,40,47,11,69,0.33,1,18,5,28,1,1,0,1,133,5.3,--,25
4482,Brian Swanson,L,C,1976-03-24,Eagle River,AK,USA,USA,70,185,1994,5,115,20002001,N,70,4,13,17,4,13,17,-9,16,0.24,3,12,1,4,0,1,0,1,82,4.9,11:20,49.9
4483,Alexandre Kharitonov,R,R,1976-03-30,Moscow,--,RUS,RUS,68,170,2000,3,81,20002001,N,71,7,15,22,7,15,22,-10,12,0.31,7,17,0,5,0,0,0,0,108,6.5,11:07,100
4484,Mike Watt,L,L,1976-03-31,Seaforth,ON,CAN,CAN,74,210,1994,2,32,19971998,N,157,15,26,41,15,26,41,-17,41,0.26,14,38,0,2,1,1,0,6,158,9.5,11:27,49.5
4485,Martti Jarventie,L,D,1976-04-04,Tampere,--,FIN,FIN,71,196,2001,4,109,20012002,N,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,--,12:57,--
4486,Erich Goldmann,L,D,1976-04-07,Dingolfing,--,DEU,DEU,75,196,1996,8,212,19992000,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,9:44,--
4487,Radoslav Suchy,L,D,1976-04-07,Kezmarok,--,SVK,SVK,74,201,--,--,--,19992000,N,451,13,58,71,13,58,71,23,104,0.16,9,56,4,12,0,3,1,2,281,4.6,17:52,66.7
4488,Patrik Elias,L,C,1976-04-13,Trebic,--,CZE,CZE,73,190,1994,2,51,19951996,N,"1,240",408,617,"1,025",408,617,"1,025",172,549,0.83,279,659,113,333,16,33,16,80,"3,287",12.4,--,43
4489,Jason Wiemer,L,C,1976-04-14,Kimberley,BC,CAN,CAN,73,225,1994,1,8,19941995,N,726,90,112,202,90,112,202,-81,"1,420",0.28,67,159,21,40,2,3,1,11,"1,026",8.8,--,45.6
